Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus;;;
243304002;Proteus vulgaris biogrupp 2;Proteus vulgaris biogrupp 2;Proteus vulgaris biogroup 2 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 nimetus tõlgitud eesti keelde;;;
52499004;Pseudomonas aeruginosa;Pseudomonas aeruginosa;Pseudomonas aeruginosa (organism);;;01.01.2013;;;TA;1;;;;
46247008;Pseudomonas alcaligenes;Pseudomonas alcaligenes;Pseudomonas alcaligenes (organism);;;01.01.2013;;;TA;1;;;;
39289003;Pseudomonas fluorescens;Pseudomonas fluorescens;Pseudomonas fluorescens (organism);;;01.01.2013;;;TA;1;;;;
33919008;Pseudomonas luteola;Pseudomonas luteola;Chryseomonas luteola (organism);;;01.01.2013;;;TA;1;;;;
59419001;Pseudomonas mendocina;Pseudomonas mendocina;Pseudomonas mendocina (organism);;;01.01.2013;;;TA;1;;;;
113931000;Pseudomonas oryzihabitans;Pseudomonas oryzihabitans;Flavimonas oryzihabitans (organism);;;01.01.2013;;;TA;1;;;;
30955004;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes (organism);;;01.01.2013;;;TA;1;;;;
68608003;Pseudomonas putida;Pseudomonas putida;Pseudomonas putida (organism);;;01.01.2013;;;TA;1;;;;
57032008;Pseudomonas sp;Pseudomonas sp;Genus Pseudomonas (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud, asendab kehtetuks tunnistatud väärtust koodiga 116493000;;;
116493000;Pseudomonas spp.;Pseudomonas spp.;Pseudomonas spp.;;;01.01.2013;22.12.2020;;TA;0;Versioonis 2 tunnistatud kehtetuks, seda asendab väärtus koodiga 57032008;;;
58024003;Pseudomonas stutzeri;Pseudomonas stutzeri;Pseudomonas stutzeri (organism);;;01.01.2013;;;TA;1;;;;
5210005;Punetiseviirus;Punetiseviirus;Rubella virus (organism);;;01.01.2013;;;TA;1;;;;
32323003;Puukentsefaliidi viirus;Puukentsefaliidi viirus;Tick-borne encephalitis virus (organism);;;01.01.2013;;;TA;1;;;;
40754006;Puumala viirus;Puumala viirus;Puumala virus (organism);;;01.01.2013;;;TA;1;;;;
62065006;Rickettsia sp;Rickettsia sp;Genus Rickettsia (organism);;;22.12.2020;;;TA;1;Versioonis 2 lisatud;;;
28335002;Rift Valley palaviku viirus;Rift Valley palaviku viirus;Rift Valley fever virus (organism);;;01.01.2013;;;TA;1;;;;
64694002;Rotaviirus;Rotaviirus;Human rotavirus (organism);;;01.01.2013;;;TA;1;;;;
6415009;RS-viirus;RS-viirus;Human respiratory syncytial virus (organism);;;01.01.2013;;;TA;1;;;;
311508002;Sabia viirus;Sabia viirus;Sabia virus (organism);;;01.01.2013;;;TA;1;;;;
76073000;Salmonella Aba;Salmonella Aba;Salmonella Aba (organism);;;01.01.2013;;;TA;1;;;;
57322006;Salmonella Aberdeen;Salmonella Aberdeen;Salmonella Aberdeen (organism);;;01.01.2013;;;TA;1;;;;
40369005;Salmonella Abony;Salmonella Abony;Salmonella Abony (organism);;;01.01.2013;;;TA;1;;;;
51488004;Salmonella Abortusequi;Salmonella Abortusequi;Salmonella Abortusequi (organism);;;01.01.2013;;;TA;1;;;;
60073009;Salmonella Agama;Salmonella Agama;Salmonella Agama (organism);;;01.01.2013;;;TA;1;;;;
80627004;Salmonella Agona;Salmonella Agona;Salmonella Agona (organism);;;01.01.2013;;;TA;1;;;;
48584004;Salmonella Akanji;Salmonella Akanji;Salmonella Akanji (organism);;;01.01.2013;;;TA;1;;;;
50111004;Salmonella Alagbon;Salmonella Alagbon;Salmonella Alagbon (organism);;;01.01.2013;;;TA;1;;;;
112286004;Salmonella Altendorf;Salmonella Altendorf;Salmonella Altendorf (organism);;;01.01.2013;;;TA;1;;;;
47229009;Salmonella Altona;Salmonella Altona;Salmonella Altona (organism);;;01.01.2013;;;TA;1;;;;
52511000;Salmonella Amersfoort;Salmonella Amersfoort;Salmonella Amersfoort (organism);;;01.01.2013;;;TA;1;;;;
38658003;Salmonella Amsterdam;Salmonella Amsterdam;Salmonella Amsterdam (organism);;;01.01.2013;;;TA;1;;;;
37261005;Salmonella Anatum;Salmonella Anatum;Salmonella Anatum (organism);;;01.01.2013;;;TA;1;;;;
78139003;Salmonella Arechavaleta;Salmonella Arechavaleta;Salmonella Arechavaleta (organism);;;01.01.2013;;;TA;1;;;;
5610000;Salmonella Azteca;Salmonella Azteca;Salmonella Azteca (organism);;;01.01.2013;;;TA;1;;;;
8044005;Salmonella Bareilly;Salmonella Bareilly;Salmonella Bareilly (organism);;;01.01.2013;;;TA;1;;;;
112295007;Salmonella Be;Salmonella Be;Salmonella Be (organism);;;01.01.2013;;;TA;1;;;;
40697005;Salmonella Berta;Salmonella Berta;Salmonella Berta (organism);;;01.01.2013;;;TA;1;;;;
2932003;Salmonella Bispebjerg;Salmonella Bispebjerg;Salmonella Bispebjerg (organism);;;01.01.2013;;;TA;1;;;;
82647001;Salmonella Blegdam;Salmonella Blegdam;Salmonella Blegdam (organism);;;01.01.2013;;;TA;1;;;;
53684004;Salmonella Blockley;Salmonella Blockley;Salmonella Blockley (organism);;;01.01.2013;;;TA;1;;;;
398393000;Salmonella bongori;Salmonella bongori;Salmonella bongori (organism);;;01.01.2013;;;TA;1;;;;
55290005;Salmonella Bonn;Salmonella Bonn;Salmonella Bonn (organism);;;01.01.2013;;;TA;1;;;;
81938008;Salmonella Bovismorbificans;Salmonella Bovismorbificans;Salmonella Bovismorbificans (organism);;;01.01.2013;;;TA;1;;;;
21865009;Salmonella Bracknell;Salmonella Bracknell;Salmonella Bracknell (organism);;;01.01.2013;;;TA;1;;;;
75104004;Salmonella Bradford;Salmonella Bradford;Salmonella Bradford (organism);;;01.01.2013;;;TA;1;;;;
35225001;Salmonella Braenderup;Salmonella Braenderup;Salmonella Braenderup (organism);;;01.01.2013;;;TA;1;;;;
35529008;Salmonella Brancaster;Salmonella Brancaster;Salmonella Brancaster (organism);;;01.01.2013;;;TA;1;;;;
16888008;Salmonella Brandenburg;Salmonella Brandenburg;Salmonella Brandenburg (organism);;;01.01.2013;;;TA;1;;;;
82364007;Salmonella Bredeney;Salmonella Bredeney;Salmonella Bredeney (organism);;;01.01.2013;;;TA;1;;;;
22307009;Salmonella Budapest;Salmonella Budapest;Salmonella Budapest (organism);;;01.01.2013;;;TA;1;;;;
7031002;Salmonella California;Salmonella California;Salmonella California (organism);;;01.01.2013;;;TA;1;;;;
581003;Salmonella Canada;Salmonella Canada;Salmonella Canada (organism);;;01.01.2013;;;TA;1;;;;
70344002;Salmonella Cerro;Salmonella Cerro;Salmonella Cerro (organism);;;01.01.2013;;;TA;1;;;;
5461002;Salmonella Chester;Salmonella Chester;Salmonella Chester (organism);;;01.01.2013;;;TA;1;;;;
80232006;Salmonella Choleraesuis;Salmonella Choleraesuis;Salmonella Choleraesuis (organism);;;01.01.2013;;;TA;1;;;;
370577001;Salmonella Choleraesuis var. Kunzendorf;Salmonella Choleraesuis var. Kunzendorf;Salmonella Choleraesuis var. Kunzendorf (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella Kunzendorfi -> Salmonella Choleraesuis var. Kunzendorf;;;
31564006;Salmonella Claibornei;Salmonella Claibornei;Salmonella Claibornei (organism);;;01.01.2013;;;TA;1;;;;
16109000;Salmonella Coeln;Salmonella Coeln;Salmonella Coeln (organism);;;01.01.2013;;;TA;1;;;;
80014004;Salmonella Concord;Salmonella Concord;Salmonella Concord (organism);;;01.01.2013;;;TA;1;;;;
45548005;Salmonella Corvallis;Salmonella Corvallis;Salmonella Corvallis (organism);;;01.01.2013;;;TA;1;;;;
8249007;Salmonella Denver;Salmonella Denver;Salmonella Denver (organism);;;01.01.2013;;;TA;1;;;;
37091006;Salmonella Derby;Salmonella Derby;Salmonella Derby (organism);;;01.01.2013;;;TA;1;;;;
62136003;Salmonella Dublin;Salmonella Dublin;Salmonella Dublin (organism);;;01.01.2013;;;TA;1;;;;
34547007;Salmonella Eastbourne;Salmonella Eastbourne;Salmonella Eastbourne (organism);;;01.01.2013;;;TA;1;;;;
55274005;Salmonella Edinburg;Salmonella Edinburg;Salmonella Edinburg (organism);;;01.01.2013;;;TA;1;;;;
33136001;Salmonella Elisabethville;Salmonella Elisabethville;Salmonella Elisabethville (organism);;;01.01.2013;;;TA;1;;;;
53814008;Salmonella Emek;Salmonella Emek;Salmonella Emek (organism);;;01.01.2013;;;TA;1;;;;
397502001;Salmonella enterica ssp arizonae;Salmonella enterica ssp arizonae;Salmonella enterica subsp. arizonae (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella enterica subsp. arizonae -> Salmonella enterica ssp arizonae;;;
398428002;Salmonella enterica ssp diarizonae;Salmonella enterica ssp diarizonae;Salmonella enterica subsp. diarizonae (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella enterica subsp. diarizonae -> Salmonella enterica ssp diarizonae;;;
398508004;Salmonella enterica ssp enterica;Salmonella enterica ssp enterica;Salmonella enterica subsp. enterica (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella enterica subsp. enterica -> Salmonella enterica ssp enterica;;;
75196009;Salmonella enterica ssp enterica serovar Butantan;Salmonella enterica ssp enterica serovar Butantan;Salmonella enterica subspecies enterica serovar Butantan (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella Butantan -> Salmonella enterica ssp enterica serovar Butantan;;;
398371005;Salmonella enterica ssp houtenae;Salmonella enterica ssp houtenae;Salmonella enterica subsp. houtenae (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella enterica subsp. houtenae -> Salmonella enterica ssp houtenae;;;
398620001;Salmonella enterica ssp indica;Salmonella enterica ssp indica;Salmonella enterica subsp. indica (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella enterica subsp. indica -> Salmonella enterica ssp indica;;;
398488004;Salmonella enterica ssp salamae;Salmonella enterica ssp salamae;Salmonella enterica subsp. salamae (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella enterica subsp. salamae -> Salmonella enterica ssp salamae;;;
73525009;Salmonella Enteritidis;Salmonella Enteritidis;Salmonella Enteritidis (organism);;;01.01.2013;;;TA;1;;;;
4687003;Salmonella Essen;Salmonella Essen;Salmonella Essen (organism);;;01.01.2013;;;TA;1;;;;
22899009;Salmonella Falkensee;Salmonella Falkensee;Salmonella Falkensee (organism);;;01.01.2013;;;TA;1;;;;
6184007;Salmonella Fulica;Salmonella Fulica;Salmonella Fulica (organism);;;01.01.2013;;;TA;1;;;;
4614004;Salmonella Galiema;Salmonella Galiema;Salmonella Galiema (organism);;;01.01.2013;;;TA;1;;;;
370576005;Salmonella Gallinarum;Salmonella Gallinarum;Salmonella Gallinarum (organism);;;01.01.2013;;;TA;1;;;;
31608001;Salmonella Gatuni;Salmonella Gatuni;Salmonella Gatuni (organism);;;01.01.2013;;;TA;1;;;;
71768003;Salmonella Give;Salmonella Give;Salmonella Give (organism);;;01.01.2013;;;TA;1;;;;
6327006;Salmonella Glostrup;Salmonella Glostrup;Salmonella Glostrup (organism);;;01.01.2013;;;TA;1;;;;
16820003;Salmonella Goldcoast;Salmonella Goldcoast;Salmonella Goldcoast (organism);;;01.01.2013;;;TA;1;;;;
84543005;Salmonella Gombe;Salmonella Gombe;Salmonella Gombe (organism);;;01.01.2013;;;TA;1;;;;
398426003;Salmonella grupp A;Salmonella grupp A;Salmonella group O:2 (organism);;;01.01.2013;;;TA;1;;;;
398467008;Salmonella grupp B;Salmonella grupp B;Salmonella group O:4 (organism);;;01.01.2013;;;TA;1;;;;
116048001;Salmonella grupp C;Salmonella grupp C;Salmonella, serogroup C (organism);;;01.01.2013;;;TA;1;;;;
398364000;Salmonella grupp C (C2, C3);Salmonella grupp C (C2, C3);Salmonella group O:8 (organism);;;01.01.2013;;;TA;1;;;;
398593004;Salmonella grupp C1;Salmonella grupp C1;Salmonella group O:7 (organism);;;01.01.2013;;;TA;1;;;;
398389006;Salmonella grupp C4;Salmonella grupp C4;Salmonella IIIa, group O:7 (organism);;;01.01.2013;;;TA;1;;;;
115408009;Salmonella grupp D;Salmonella grupp D;Salmonella, serogroup D (organism);;;01.01.2013;;;TA;1;;;;
398559003;Salmonella grupp D1;Salmonella grupp D1;Salmonella group O:9 (organism);;;01.01.2013;;;TA;1;;;;
398348008;Salmonella grupp D2;Salmonella grupp D2;Salmonella group O:9,46 (organism);;;01.01.2013;;;TA;1;;;;
398399001;Salmonella grupp D3;Salmonella grupp D3;Salmonella group O:9,46,27 (organism);;;01.01.2013;;;TA;1;;;;
115409001;Salmonella grupp E;Salmonella grupp E;Salmonella, serogroup E (organism);;;01.01.2013;;;TA;1;;;;
398436006;Salmonella grupp E2, E3;Salmonella grupp E2, E3;Salmonella group O:3,10 (organism);;;01.01.2013;;;TA;1;;;;
398547002;Salmonella grupp E4;Salmonella grupp E4;Salmonella group O:1,3,19 (organism);;;01.01.2013;;;TA;1;;;;
398429005;Salmonella grupp F;Salmonella grupp F;Salmonella group O:11 (organism);;;01.01.2013;;;TA;1;;;;
398349000;Salmonella grupp G (G1, G2);Salmonella grupp G (G1, G2);Salmonella group O:13 (organism);;;01.01.2013;;;TA;1;;;;
398492006;Salmonella grupp H;Salmonella grupp H;Salmonella group O:6,14 (organism);;;01.01.2013;;;TA;1;;;;
398543003;Salmonella grupp I;Salmonella grupp I;Salmonella group O:16 (organism);;;01.01.2013;;;TA;1;;;;
404275007;Salmonella grupp J;Salmonella grupp J;Salmonella group O:17 (organism);;;01.01.2013;;;TA;1;;;;
404294002;Salmonella grupp K;Salmonella grupp K;Salmonella group O:18 (organism);;;01.01.2013;;;TA;1;;;;
404310008;Salmonella grupp L;Salmonella grupp L;Salmonella group O:21 (organism);;;01.01.2013;;;TA;1;;;;
404333009;Salmonella grupp M;Salmonella grupp M;Salmonella group O:28 (organism);;;01.01.2013;;;TA;1;;;;
404338000;Salmonella grupp N;Salmonella grupp N;Salmonella group O:30 (organism);;;01.01.2013;;;TA;1;;;;
404341009;Salmonella grupp O;Salmonella grupp O;Salmonella group O:35 (organism);;;01.01.2013;;;TA;1;;;;
105766000;Salmonella grupp O:51;Salmonella grupp O:51;Salmonella group O:51 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 51 (O:51) -> Salmonella grupp O:51;;;
105767009;Salmonella grupp O:52;Salmonella grupp O:52;Salmonella group O:52 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 52 (O:52) -> Salmonella grupp O:52;;;
105768004;Salmonella grupp O:53;Salmonella grupp O:53;Salmonella group O:53 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 53 (O:53) -> Salmonella grupp O:53;;;
105769007;Salmonella grupp O:54;Salmonella grupp O:54;Salmonella group O:54 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 54 (O:54) -> Salmonella grupp O:54;;;
105770008;Salmonella grupp O:55;Salmonella grupp O:55;Salmonella group O:55 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 55 (O:55) -> Salmonella grupp O:55;;;
105771007;Salmonella grupp O:56;Salmonella grupp O:56;Salmonella group O:56 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 56 (O:56) -> Salmonella grupp O:56;;;
105772000;Salmonella grupp O:57;Salmonella grupp O:57;Salmonella group O:57 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 57 (O:57) -> Salmonella grupp O:57;;;
105773005;Salmonella grupp O:58;Salmonella grupp O:58;Salmonella group O:58 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 58 (O:58) -> Salmonella grupp O:58;;;
105774004;Salmonella grupp O:59;Salmonella grupp O:59;Salmonella group O:59 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 59 (O:59) -> Salmonella grupp O:59;;;
105775003;Salmonella grupp O:60;Salmonella grupp O:60;Salmonella group O:60 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 60 (O:60) -> Salmonella grupp O:60;;;
105776002;Salmonella grupp O:61;Salmonella grupp O:61;Salmonella group O:61 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 61 (O:61) -> Salmonella grupp O:61;;;
105777006;Salmonella grupp O:62;Salmonella grupp O:62;Salmonella group O:62 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 62 (O:62) -> Salmonella grupp O:62;;;
105778001;Salmonella grupp O:63;Salmonella grupp O:63;Salmonella group O:63 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 63 (O:63) -> Salmonella grupp O:63;;;
105779009;Salmonella grupp O:65;Salmonella grupp O:65;Salmonella group O:65 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 65 (O:65) -> Salmonella grupp O:65;;;
105780007;Salmonella grupp O:66;Salmonella grupp O:66;Salmonella group O:66 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 66 (O:66) -> Salmonella grupp O:66;;;
105781006;Salmonella grupp O:67;Salmonella grupp O:67;Salmonella group O:67 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp 67 (O:67) -> Salmonella grupp O:67;;;
404366008;Salmonella grupp P;Salmonella grupp P;Salmonella group O:38 (organism);;;01.01.2013;;;TA;1;;;;
404391008;Salmonella grupp Q;Salmonella grupp Q;Salmonella group O:39 (organism);;;01.01.2013;;;TA;1;;;;
404394000;Salmonella grupp R;Salmonella grupp R;Salmonella group O:40 (organism);;;01.01.2013;;;TA;1;;;;
404413009;Salmonella grupp S;Salmonella grupp S;Salmonella group O:41 (organism);;;01.01.2013;;;TA;1;;;;
404588009;Salmonella grupp Z;Salmonella grupp Z;Salmonella group O:50 (organism);;;01.01.2013;;;TA;1;;;;
404430006;Salmonella grupp T;Salmonella grupp T;Salmonella group O:42 (organism);;;01.01.2013;;;TA;1;;;;
404452002;Salmonella grupp U;Salmonella grupp U;Salmonella group O:43 (organism);;;01.01.2013;;;TA;1;;;;
404467003;Salmonella grupp V;Salmonella grupp V;Salmonella group O:44 (organism);;;01.01.2013;;;TA;1;;;;
404482008;Salmonella grupp W;Salmonella grupp W;Salmonella group O:45 (organism);;;01.01.2013;;;TA;1;;;;
404490008;Salmonella grupp X;Salmonella grupp X;Salmonella group O:47 (organism);;;01.01.2013;;;TA;1;;;;
404559008;Salmonella grupp Y;Salmonella grupp Y;Salmonella group O:48 (organism);;;01.01.2013;;;TA;1;;;;
49491006;Salmonella Hadar;Salmonella Hadar;Salmonella Hadar (organism);;;01.01.2013;;;TA;1;;;;
88255008;Salmonella Haifa;Salmonella Haifa;Salmonella Haifa (organism);;;01.01.2013;;;TA;1;;;;
71865006;Salmonella Heidelberg;Salmonella Heidelberg;Salmonella Heidelberg (organism);;;01.01.2013;;;TA;1;;;;
112294006;Salmonella Hidalgo;Salmonella Hidalgo;Salmonella Hidalgo (organism);;;01.01.2013;;;TA;1;;;;
398342009;Salmonella I, grupp O:3,10;Salmonella I, grupp O:3,10;Salmonella I, group O:3,10 (organism);;;01.01.2013;;22.12.2020;TA;1;Versioonis 2 muudetud nimetust: Salmonella grupp E1 -> Salmonella I, grupp O:3,10;;;
12278000;Salmonella Indiana;Salmonella Indiana;Salmonella Indiana (organism);;;01.01.2013;;;TA;1;;;;
82071007;Salmonella Infantis;Salmonella Infantis;Salmonella Infantis (organism);;;01.01.2013;;;TA;1;;;;
158005;Salmonella Irumu;Salmonella Irumu;Salmonella Irumu (organism);;;01.01.2013;;;TA;1;;;;
89032008;Salmonella Isangi;Salmonella Isangi;Salmonella Isangi (organism);;;01.01.2013;;;TA;1;;;;
4005005;Salmonella Jamaica;Salmonella Jamaica;Salmonella Jamaica (organism);;;01.01.2013;;;TA;1;;;;
128388007;Salmonella Java;Salmonella Java;Salmonella Paratyphi B var. Java (organism);;;01.01.2013;;;TA;1;;;;
88022005;Salmonella Javiana;Salmonella Javiana;Salmonella Javiana (organism);;;01.01.2013;;;TA;1;;;;
54354005;Salmonella Kaapstad;Salmonella Kaapstad;Salmonella Kaapstad (organism);;;01.01.2013;;;TA;1;;;;
83141008;Salmonella Kedougou;Salmonella Kedougou;Salmonella Kedougou (organism);;;01.01.2013;;;TA;1;;;;
8455004;Salmonella Kentucky;Salmonella Kentucky;Salmonella Kentucky (organism);;;01.01.2013;;;TA;1;;;;
1245005;Salmonella Kiel;Salmonella Kiel;Salmonella Kiel (organism);;;01.01.2013;;;TA;1;;;;
51008005;Salmonella Kingston;Salmonella Kingston;Salmonella Kingston (organism);;;01.01.2013;;;TA;1;;;;
52492008;Salmonella kisangani;Salmonella kisangani;Salmonella kisangani (organism);;;01.01.2013;;;TA;1;;;;
39664003;Salmonella Kottbus;Salmonella Kottbus;Salmonella Kottbus (organism);;;01.01.2013;;;TA;1;;;;
86656007;Salmonella Krefeld;Salmonella Krefeld;Salmonella Krefeld (organism);;;01.01.2013;;;TA;1;;;;
24289007;Salmonella Lagos;Salmonella Lagos;Salmonella Lagos (organism);;;01.01.2013;;;TA;1;;;;
39877005;Salmonella Lexington;Salmonella Lexington;Salmonella Lexington (organism);;;01.01.2013;;;TA;1;;;;
280003;Salmonella Limete;Salmonella Limete;Salmonella Limete (organism);;;01.01.2013;;;TA;1;;;;
64078005;Salmonella Lindenburg;Salmonella Lindenburg;Salmonella Lindenburg (organism);;;01.01.2013;;;TA;1;;;;
81614007;Salmonella Litchfield;Salmonella Litchfield;Salmonella Litchfield (organism);;;01.01.2013;;;TA;1;;;;
66713000;Salmonella Livingstone;Salmonella Livingstone;Salmonella Livingstone (organism);;;01.01.2013;;;TA;1;;;;
17939003;Salmonella Lomita;Salmonella Lomita;Salmonella Lomita (organism);;;01.01.2013;;;TA;1;;;;
2291004;Salmonella London;Salmonella London;Salmonella London (organism);;;01.01.2013;;;TA;1;;;;
70605000;Salmonella Manchester;Salmonella Manchester;Salmonella Manchester (organism);;;01.01.2013;;;TA;1;;;;
20073008;Salmonella Manhattan;Salmonella Manhattan;Salmonella Manhattan (organism);;;01.01.2013;;;TA;1;;;;
9506004;Salmonella Mbandaka;Salmonella Mbandaka;Salmonella Mbandaka (organism);;;01.01.2013;;;TA;1;;;;
60651003;Salmonella Meleagridis;Salmonella Meleagridis;Salmonella Meleagridis (organism);;;01.01.2013;;;TA;1;;;;
31592001;Salmonella Mendoza;Salmonella Mendoza;Salmonella Mendoza (organism);;;01.01.2013;;;TA;1;;;;
59099007;Salmonella Menston;Salmonella Menston;Salmonella Menston (organism);;;01.01.2013;;;TA;1;;;;
42709001;Salmonella Mikawasima;Salmonella Mikawasima;Salmonella Mikawasima (organism);;;01.01.2013;;;TA;1;;;;
84044008;Salmonella Minnesota;Salmonella Minnesota;Salmonella Minnesota (organism);;;01.01.2013;;;TA;1;;;;
80268001;Salmonella Montevideo;Salmonella Montevideo;Salmonella Montevideo (organism);;;01.01.2013;;;TA;1;;;;
48020001;Salmonella Moscow;Salmonella Moscow;Salmonella Moscow (organism);;;01.01.2013;;;TA;1;;;;
77584005;Salmonella Muenchen;Salmonella Muenchen;Salmonella Muenchen (organism);;;01.01.2013;;;TA;1;;;;
68916009;Salmonella Muenster;Salmonella Muenster;Salmonella Muenster (organism);;;01.01.2013;;;TA;1;;;;
48054000;Salmonella Narashino;Salmonella Narashino;Salmonella Narashino (organism);;;01.01.2013;;;TA;1;;;;
40821004;Salmonella Nchanga;Salmonella Nchanga;Salmonella Nchanga (organism);;;01.01.2013;;;TA;1;;;;
53285009;Salmonella Nessziona;Salmonella Nessziona;Salmonella Nessziona (organism);;;01.01.2013;;;TA;1;;;;
10454004;Salmonella Newlands;Salmonella Newlands;Salmonella Newlands (organism);;;01.01.2013;;;TA;1;;;;
56077000;Salmonella Newport;Salmonella Newport;Salmonella Newport (organism);;;01.01.2013;;;TA;1;;;;
41176000;Salmonella Nigeria;Salmonella Nigeria;Salmonella Nigeria (organism);;;01.01.2013;;;TA;1;;;;
87630008;Salmonella Norton;Salmonella Norton;Salmonella Norton (organism);;;01.01.2013;;;TA;1;;;;
48465004;Salmonella Nyborg;Salmonella Nyborg;Salmonella Nyborg (organism);;;01.01.2013;;;TA;1;;;;
67210008;Salmonella Ohio;Salmonella Ohio;Salmonella Ohio (organism);;;01.01.2013;;;TA;1;;;;
9691005;Salmonella Onderstepoort;Salmonella Onderstepoort;Salmonella Onderstepoort (organism);;;01.01.2013;;;TA;1;;;;
46667007;Salmonella Oranienburg;Salmonella Oranienburg;Salmonella Oranienburg (organism);;;01.01.2013;;;TA;1;;;;
112309005;Salmonella Orientalis;Salmonella Orientalis;Salmonella Orientalis (organism);;;01.01.2013;;;TA;1;;;;
32681008;Salmonella Orion;Salmonella Orion;Salmonella Orion (organism);;;01.01.2013;;;TA;1;;;;
11342005;Salmonella Othmarschen;Salmonella Othmarschen;Salmonella Othmarschen (organism);;;01.01.2013;;;TA;1;;;;
71614001;Salmonella Ouakam;Salmonella Ouakam;Salmonella Ouakam (organism);;;01.01.2013;;;TA;1;;;;
40114001;Salmonella Panama;Salmonella Panama;Salmonella Panama (organism);;;01.01.2013;;;TA;1;;;;
65779004;Salmonella Papuana;Salmonella Papuana;Salmonella Papuana (organism);;;01.01.2013;;;TA;1;;;;
79128009;Salmonella Paratyphi A;Salmonella Paratyphi A;Salmonella Paratyphi A (organism);;;01.01.2013;;;TA;1;;;;
85908006;Salmonella Paratyphi B;Salmonella Paratyphi B;Salmonella Paratyphi B (organism);;;01.01.2013;;;TA;1;;;;
32488009;Salmonella Paratyphi C;Salmonella Paratyphi C;Salmonella Paratyphi C (organism);;;01.01.2013;;;TA;1;;;;
57101009;Salmonella Poona;Salmonella Poona;Salmonella Poona (organism);;;01.01.2013;;;TA;1;;;;
8544001;Salmonella Potsdam;Salmonella Potsdam;Salmonella Potsdam (organism);;;01.01.2013;;;TA;1;;;;
20855009;Salmonella Pullorum;Salmonella Pullorum;Salmonella Pullorum (organism);;;01.01.2013;;;TA;1;;;;
63396002;Salmonella Reading;Salmonella Reading;Salmonella Reading (organism);;;01.01.2013;;;TA;1;;;;
13615007;Salmonella Regent;Salmonella Regent;Salmonella Regent (organism);;;01.01.2013;;;TA;1;;;;
51985007;Salmonella Rissen;Salmonella Rissen;Salmonella Rissen (organism);;;01.01.2013;;;TA;1;;;;
48058002;Salmonella Rostock;Salmonella Rostock;Salmonella Rostock (organism);;;01.01.2013;;;TA;1;;;;
80456008;Salmonella Rubislaw;Salmonella Rubislaw;Salmonella Rubislaw (organism);;;01.01.2013;;;TA;1;;;;
2820001;Salmonella Saintpaul;Salmonella Saintpaul;Salmonella Saintpaul (organism);;;01.01.2013;;;TA;1;;;;
112287008;Salmonella Sandiego;Salmonella Sandiego;Salmonella Sandiego (organism);;;01.01.2013;;;TA;1;;;;
