Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
SCC;Serblane;Serblane;Serblane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SCO;Šotlane;Šotlane;Šotlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SCR;Horvaat;Horvaat;Horvaat;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SEL;Sölkup;Sölkup;Sölkup;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SET;Tsvana;Tsvana;Tsvana;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
SHO;Šoor;Šoor;Šoor;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SIN;Singal;Singal;Singal;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SIO;Siuu;Siuu;Siuu;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SIS;Svaasi;Svaasi;Svaasi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SLO;Slovakk;Slovakk;Slovakk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SLV;Sloveen;Sloveen;Sloveen;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SMI;Saam;Saam;Saam;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SMO;Samoalane;Samoalane;Samoalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SNA;Šona;Šona;Šona;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SND;Sindhi;Sindhi;Sindhi;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SOM;Somaal;Somaal;Somaal;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SOT;Sotho;Sotho;Sotho;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
SPA;Hispaanlane;Hispaanlane;Hispaanlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SRD;Sard;Sard;Sard;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SRH;Serbohorvaat;Serbohorvaat;Serbohorvaat;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
STV;Saintvincentlane;Saintvincentlane;Saintvincentlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
SUN;Sunda;Sunda;Sunda;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SWA;Suahiili;Suahiili;Suahiili;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SWE;Rootslane;Rootslane;Rootslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
SYR;Assüürlane;Assüürlane;Assüürlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
ZUL;Suulu;Suulu;Suulu;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TAB;Tabassaraan;Tabassaraan;Tabassaraan;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TAL;Talõšš;Talõšš;Talõšš;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TAM;Tamil;Tamil;Tamil;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TAT;Tatarlane;Tatarlane;Tatarlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TEL;Telugu;Telugu;Telugu;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TEM;Temne;Temne;Temne;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TGK;Tadžikk;Tadžikk;Tadžikk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TGL;Tagalog;Tagalog;Tagalog;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
THA;Tailane;Tailane;Tailane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
TIB;Tiibetlane;Tiibetlane;Tiibetlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TOG;Tonga;Tonga;Tonga;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;http://www.eki.ee/knab/mmaad.htm
TRI;Trinidadlane;Trinidadlane;Trinidadlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TSA;Tsahh;Tsahh;Tsahh;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TTI;Taatlane;Taatlane;Taatlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TUA;Tuareeg;Tuareeg;Tuareeg;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TUK;Türkmeen;Türkmeen;Türkmeen;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TUN;Evenk;Evenk;Evenk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TUR;Türklane;Türklane;Türklane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
TYV;Tõvalane;Tõvalane;Tõvalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
UDM;Udmurt;Udmurt;Udmurt;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
UIG;Uiguur;Uiguur;Uiguur;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
UKR;Ukrainlane;Ukrainlane;Ukrainlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
UNK;Teadmata;Teadmata;Teadmata;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
URY;Uruguaylane;Uruguaylane;Uruguaylane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.eki.ee/knab/mmaad.htm; http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23"
USA;USA ameeriklane ;USA ameeriklane ;USA ameeriklane ;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
UZB;Usbekk;Usbekk;Usbekk;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
WAL;Valloon;Valloon;Valloon;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
VEN;Venezuelalane;Venezuelalane;Venezuelalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;"http://www.eki.ee/knab/mmaad.htm; http://keeleabi.eki.ee/index.php?leht=4&act=2&vld=23"
WEN;Sorb;Sorb;Sorb;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
VEP;Vepslane;Vepslane;Vepslane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
VIE;Vietnamlane;Vietnamlane;Vietnamlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
WLS;Kõmr;Kõmr;Kõmr;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
VOT;Vadjalane;Vadjalane;Vadjalane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
YKG;Jukagiir;Jukagiir;Jukagiir;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
YOR;Joruba;Joruba;Joruba;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
YUG;Jugoslaavlane;Jugoslaavlane;Jugoslaavlane;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
YUK;Maaja;Maaja;Maaja;;0;5.12.2014;;;Sotsiaalministeerium, Statistikaamet, Tervise Arengu Instituut;1;
