CODE;PARENT_CODE;ITEM_LEVEL;NAME_ET;NAME_EN;NAME_RU;SHORTNAME_ET;SHORTNAME_EN;SHORTNAME_RU;DESCRIPTION_ET;DESCRIPTION_EN;DESCRIPTION_RU;INCLUDES_ET;INCLUDES_EN;INCLUDES_RU;INCLUDES_ALSO_ET;INCLUDES_ALSO_EN;INCLUDES_ALSO_RU;EXCLUDES_ET;EXCLUDES_EN;EXCLUDES_RU;NOTES;MEAS_UNIT;ALTTEXT_ET;ALTTEXT_EN;ALTTEXT_RU;VALIDFROM;VALIDTO
2474;0653;3;Kadaka küla;Kadaka village;??????? ??????;;;;Harju maakond, Rae vald, Kadaka küla;Harju county, Rae rural municipality, Kadaka village;????????? ????, ??????? ???, ??????? ??????;;;;;;;;;;;;;;;;
2475;0317;3;Kadaka küla;Kadaka village;??????? ??????;;;;Rapla maakond, Kohila vald, Kadaka küla;Rapla county, Kohila rural municipality, Kadaka village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
2476;0272;3;Kadapiku küla;Kadapiku village;??????? ????????;;;;Lääne-Viru maakond, Kadrina vald, Kadapiku küla;Lääne-Viru county, Kadrina rural municipality, Kadapiku village;?????-???????? ????, ??????? ???????, ??????? ????????;;;;;;;;;;;;;;;;
2479;0441;3;Kadarpiku küla;Kadarpiku village;??????? ?????????;;;;Lääne maakond, Lääne-Nigula vald, Kadarpiku küla;Lääne county, Lääne-Nigula rural municipality, Kadarpiku village;????????? ????, ??????? ?????-??????, ??????? ?????????;;;;;;;;;;;;;;;;
2480;0928;3;Kadiküla;Kadiküla village;??????? ????????;;;;Lääne-Viru maakond, Väike-Maarja vald, Kadiküla;Lääne-Viru county, Väike-Maarja rural municipality, Kadiküla village;?????-???????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
2481;0205;3;Kaderna küla;Kaderna village;??????? ???????;;;;Hiiu maakond, Hiiumaa vald, Kaderna küla;Hiiu county, Hiiumaa rural municipality, Kaderna village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2482;0792;3;Kadapiku küla;Kadapiku village;??????? ????????;;;;Lääne-Viru maakond, Tapa vald, Kadapiku küla;Lääne-Viru county, Tapa rural municipality, Kadapiku village;?????-???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2484;0901;3;Kadila küla;Kadila village;??????? ??????;;;;Lääne-Viru maakond, Vinni vald, Kadila küla;Lääne-Viru county, Vinni rural municipality, Kadila village;?????-???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2485;0338;3;Kadja küla;Kadja village;??????? ?????;;;;Harju maakond, Kose vald, Kadja küla;Harju county, Kose rural municipality, Kadja village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2486;0638;3;Kadjaste küla;Kadjaste village;??????? ????????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Kadjaste küla;Pärnu county, Põhja-Pärnumaa rural municipality, Kadjaste village;????????? ????, ??????? ?????-????????, ??????? ????????;;;;;;;;;;;;;;;;
2489;0586;3;Kadrina küla;Kadrina village;??????? ???????;;;;Tartu maakond, Peipsiääre vald, Kadrina küla;Tartu county, Peipsiääre rural municipality, Kadrina village;????????? ????, ??????? ??????????, ??????? ???????;;;;;;;;;;;;;;;;
2490;0272;3;Kadrina alevik;Kadrina small town;???????? ??????? ???????;;;;Lääne-Viru maakond, Kadrina vald, Kadrina alevik;Lääne-Viru county, Kadrina rural municipality, Kadrina small town;?????-???????? ????, ??????? ???????, ???????? ??????? ???????;;;;;;;;;;;;;;;;
2491;0698;3;Kadõni küla;Kadõni village;??????? ??????;;;;Võru maakond, Rõuge vald, Kadõni küla;Võru county, Rõuge rural municipality, Kadõni village;???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2493;0638;3;Kaelase küla;Kaelase village;??????? ???????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Kaelase küla;Pärnu county, Põhja-Pärnumaa rural municipality, Kaelase village;????????? ????, ??????? ?????-????????, ??????? ???????;;;;;;;;;;;;;;;;
2495;0247;3;Kaera küla;Kaera village;??????? ?????;;;;Jõgeva maakond, Jõgeva vald, Kaera küla;Jõgeva county, Jõgeva rural municipality, Kaera village;?????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
2496;0293;3;Kaerepere alevik;Kaerepere small town;???????? ??????? ?????????;;;;Rapla maakond, Kehtna vald, Kaerepere alevik;Rapla county, Kehtna rural municipality, Kaerepere small town;????????? ????, ??????? ??????, ???????? ??????? ?????????;;;;;;;;;;;;;;;;
2497;0184;3;Kaevere küla;Kaevere village;??????? ???????;;;;Lääne maakond, Haapsalu linn, Kaevere küla;Lääne county, Haapsalu city, Kaevere village;????????? ????, ????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
2498;0293;3;Kaerepere küla;Kaerepere village;??????? ?????????;;;;Rapla maakond, Kehtna vald, Kaerepere küla;Rapla county, Kehtna rural municipality, Kaerepere village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
2500;0792;3;Kaeva küla;Kaeva village;??????? ?????;;;;Lääne-Viru maakond, Tapa vald, Kaeva küla;Lääne-Viru county, Tapa rural municipality, Kaeva village;?????-???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2503;0486;3;Kaevussaare küla;Kaevussaare village;??????? ???????????;;;;Jõgeva maakond, Mustvee vald, Kaevussaare küla;Jõgeva county, Mustvee rural municipality, Kaevussaare village;?????????? ????, ??????? ???????, ??????? ???????????;;;;;;;;;;;;;;;;
2504;0502;3;Kaguvere küla;Kaguvere village;??????? ????????;;;;Rapla maakond, Märjamaa vald, Kaguvere küla;Rapla county, Märjamaa rural municipality, Kaguvere village;????????? ????, ??????? ????????, ??????? ????????;;;;;;;;;;;;;;;;
2506;0255;3;Kagavere küla;Kagavere village;??????? ????????;;;;Järva maakond, Järva vald, Kagavere küla;Järva county, Järva rural municipality, Kagavere village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2509;0353;3;Kahala küla;Kahala village;??????? ??????;;;;Harju maakond, Kuusalu vald, Kahala küla;Harju county, Kuusalu rural municipality, Kahala village;????????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2510;0834;3;Kahala küla;Kahala village;??????? ??????;;;;Järva maakond, Türi vald, Kahala küla;Järva county, Türi rural municipality, Kahala village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2511;0917;3;Kahkva küla;Kahkva village;??????? ??????;;;;Võru maakond, Võru vald, Kahkva küla;Võru county, Võru rural municipality, Kahkva village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2512;0732;3;Kahkva küla;Kahkva village;??????? ??????;;;;Võru maakond, Setomaa vald, Kahkva küla;Võru county, Setomaa rural municipality, Kahkva village;???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2513;0698;3;Kahru küla;Kahru village;??????? ?????;;;;Võru maakond, Rõuge vald, Kahru küla;Võru county, Rõuge rural municipality, Kahru village;???????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
2515;0917;3;Kahro küla;Kahro village;??????? ?????;;;;Võru maakond, Võru vald, Kahro küla;Võru county, Võru rural municipality, Kahro village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2516;0698;3;Kahrila-Mustahamba küla;Kahrila-Mustahamba village;??????? ???????-??????????;;;;Võru maakond, Rõuge vald, Kahrila-Mustahamba küla;Võru county, Rõuge rural municipality, Kahrila-Mustahamba village;???????? ????, ??????? ?????, ??????? ???????-??????????;;;;;;;;;;;;;;;;
2517;0714;3;Kahtla küla;Kahtla village;??????? ??????;;;;Saare maakond, Saaremaa vald, Kahtla küla;Saare county, Saaremaa rural municipality, Kahtla village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2520;0251;3;Kahula küla;Kahula village;??????? ??????;;;;Ida-Viru maakond, Jõhvi vald, Kahula küla;Ida-Viru county, Jõhvi rural municipality, Kahula village;???-???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2522;0714;3;Kahutsi küla;Kahutsi village;??????? ???????;;;;Saare maakond, Saaremaa vald, Kahutsi küla;Saare county, Saaremaa rural municipality, Kahutsi village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
2523;0247;3;Kaiavere küla;Kaiavere village;??????? ????????;;;;Jõgeva maakond, Jõgeva vald, Kaiavere küla;Jõgeva county, Jõgeva rural municipality, Kaiavere village;?????????? ????, ??????? ??????, ??????? ????????;;;;;;;;;;;;;;;;
2526;0796;3;Kaiavere küla;Kaiavere village;??????? ????????;;;;Tartu maakond, Tartu vald, Kaiavere küla;Tartu county, Tartu rural municipality, Kaiavere village;????????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
2528;0130;3;Kaidma küla;Kaidma village;??????? ??????;;;;Ida-Viru maakond, Alutaguse vald, Kaidma küla;Ida-Viru county, Alutaguse rural municipality, Kaidma village;???-???????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
2530;0668;3;Kaigepere küla;Kaigepere village;??????? ?????????;;;;Rapla maakond, Rapla vald, Kaigepere küla;Rapla county, Rapla rural municipality, Kaigepere village;????????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
2533;0205;3;Kaigutsi küla;Kaigutsi village;??????? ????????;;;;Hiiu maakond, Hiiumaa vald, Kaigutsi küla;Hiiu county, Hiiumaa rural municipality, Kaigutsi village;???????? ????, ??????? ???????, ??????? ????????;;;;;;;;;;;;;;;;
2535;0142;3;Kaika küla;Kaika village;??????? ?????;;;;Võru maakond, Antsla vald, Kaika küla;Võru county, Antsla rural municipality, Kaika village;???????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
2538;0714;3;Kailuka küla;Kailuka village;??????? ???????;;;;Saare maakond, Saaremaa vald, Kailuka küla;Saare county, Saaremaa rural municipality, Kailuka village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
2540;0171;3;Kaimi küla;Kaimi village;??????? ?????;;;;Tartu maakond, Elva vald, Kaimi küla;Tartu county, Elva rural municipality, Kaimi village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2541;0714;3;Kaimri küla;Kaimri village;??????? ??????;;;;Saare maakond, Saaremaa vald, Kaimri küla;Saare county, Saaremaa rural municipality, Kaimri village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2543;0714;3;Kaisa küla;Kaisa village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kaisa küla;Saare county, Saaremaa rural municipality, Kaisa village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2545;0638;3;Kaisma küla;Kaisma village;??????? ??????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Kaisma küla;Pärnu county, Põhja-Pärnumaa rural municipality, Kaisma village;????????? ????, ??????? ?????-????????, ??????? ??????;;;;;;;;;;;;;;;;
2548;0714;3;Kaisvere küla;Kaisvere village;??????? ????????;;;;Saare maakond, Saaremaa vald, Kaisvere küla;Saare county, Saaremaa rural municipality, Kaisvere village;????????? ????, ??????? ????????, ??????? ????????;;;;;;;;;;;;;;;;
2550;0796;3;Kaitsemõisa küla;Kaitsemõisa village;??????? ???????????;;;;Tartu maakond, Tartu vald, Kaitsemõisa küla;Tartu county, Tartu rural municipality, Kaitsemõisa village;????????? ????, ??????? ?????, ??????? ???????????;;;;;;;;;;;;;;;;
2551;0917;3;Kaku küla;Kaku village;??????? ????;;;;Võru maakond, Võru vald, Kaku küla;Võru county, Võru rural municipality, Kaku village;???????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
2552;0719;3;Kajamaa küla;Kajamaa village;??????? ??????;;;;Harju maakond, Saku vald, Kajamaa küla;Harju county, Saku rural municipality, Kajamaa village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
2553;0668;3;Kaiu alevik;Kaiu small town;???????? ??????? ????;;;;Rapla maakond, Rapla vald, Kaiu alevik;Rapla county, Rapla rural municipality, Kaiu small town;????????? ????, ??????? ?????, ???????? ??????? ????;;;;;;;;;;;;;;;;
2554;0698;3;Kaku küla;Kaku village;??????? ????;;;;Võru maakond, Rõuge vald, Kaku küla;Võru county, Rõuge rural municipality, Kaku village;???????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
2555;0901;3;Kakumäe küla;Kakumäe village;??????? ???????;;;;Lääne-Viru maakond, Vinni vald, Kakumäe küla;Lääne-Viru county, Vinni rural municipality, Kakumäe village;?????-???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
2556;0432;3;Kakumetsa küla;Kakumetsa village;??????? ?????????;;;;Tartu maakond, Luunja vald, Kakumetsa küla;Tartu county, Luunja rural municipality, Kakumetsa village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
2557;0714;3;Kakuna küla;Kakuna village;??????? ??????;;;;Saare maakond, Saaremaa vald, Kakuna küla;Saare county, Saaremaa rural municipality, Kakuna village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
2558;0191;3;Kakuvälja küla;Kakuvälja village;??????? ?????????;;;;Lääne-Viru maakond, Haljala vald, Kakuvälja küla;Lääne-Viru county, Haljala rural municipality, Kakuvälja village;?????-???????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
2559;0917;3;Kakusuu küla;Kakusuu village;??????? ???????;;;;Võru maakond, Võru vald, Kakusuu küla;Võru county, Võru rural municipality, Kakusuu village;???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
2561;0205;3;Kalana küla;Kalana village;??????? ??????;;;;Hiiu maakond, Hiiumaa vald, Kalana küla;Hiiu county, Hiiumaa rural municipality, Kalana village;???????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2562;0618;3;Kalana küla;Kalana village;??????? ??????;;;;Jõgeva maakond, Põltsamaa vald, Kalana küla;Jõgeva county, Põltsamaa rural municipality, Kalana village;?????????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
2566;0732;3;Kalatsova küla;Kalatsova village;??????? ?????????;;;;Võru maakond, Setomaa vald, Kalatsova küla;Võru county, Setomaa rural municipality, Kalatsova village;???????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
2567;0293;3;Kalbu küla;Kalbu village;??????? ?????;;;;Rapla maakond, Kehtna vald, Kalbu küla;Rapla county, Kehtna rural municipality, Kalbu village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
2569;0668;3;Kalda küla;Kalda village;??????? ?????;;;;Rapla maakond, Rapla vald, Kalda küla;Rapla county, Rapla rural municipality, Kalda village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
2570;0899;3;Kalbuse küla;Kalbuse village;??????? ???????;;;;Viljandi maakond, Viljandi vald, Kalbuse küla;Viljandi county, Viljandi rural municipality, Kalbuse village;???????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
2571;0698;3;Kaldemäe küla;Kaldemäe village;??????? ????????;;;;Võru maakond, Rõuge vald, Kaldemäe küla;Võru county, Rõuge rural municipality, Kaldemäe village;???????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
2572;0712;3;Kalda küla;Kalda village;??????? ?????;;;;Pärnu maakond, Saarde vald, Kalda küla;Pärnu county, Saarde rural municipality, Kalda village;????????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
2575;0651;3;Kalesi küla;Kalesi village;??????? ??????;;;;Harju maakond, Raasiku vald, Kalesi küla;Harju county, Raasiku rural municipality, Kalesi village;????????? ????, ??????? ???????, ??????? ??????;;;;;;;;;;;;;;;;
2577;0205;3;Kaleste küla;Kaleste village;??????? ???????;;;;Hiiu maakond, Hiiumaa vald, Kaleste küla;Hiiu county, Hiiumaa rural municipality, Kaleste village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
2578;0205;3;Kalgi küla;Kalgi village;??????? ?????;;;;Hiiu maakond, Hiiumaa vald, Kalgi küla;Hiiu county, Hiiumaa rural municipality, Kalgi village;???????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
2580;0668;3;Kalevi küla;Kalevi village;??????? ??????;;;;Rapla maakond, Rapla vald, Kalevi küla;Rapla county, Rapla rural municipality, Kalevi village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2582;0618;3;Kaliküla;Kaliküla village;??????? ????????;;;;Jõgeva maakond, Põltsamaa vald, Kaliküla;Jõgeva county, Põltsamaa rural municipality, Kaliküla village;?????????? ????, ??????? ?????????, ??????? ????????;;;;;;;;;;;;;;;;
2583;0903;3;Kaliküla;Kaliküla village;??????? ????????;;;;Lääne-Viru maakond, Viru-Nigula vald, Kaliküla;Lääne-Viru county, Viru-Nigula rural municipality, Kaliküla village;?????-???????? ????, ??????? ????-??????, ??????? ????????;;;;;;;;;;;;;;;;
2586;0130;3;Kalina küla;Kalina village;??????? ??????;;;;Ida-Viru maakond, Alutaguse vald, Kalina küla;Ida-Viru county, Alutaguse rural municipality, Kalina village;???-???????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
2588;0712;3;Kalita küla;Kalita village;??????? ??????;;;;Pärnu maakond, Saarde vald, Kalita küla;Pärnu county, Saarde rural municipality, Kalita village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
2591;0255;3;Kalitsa küla;Kalitsa village;??????? ???????;;;;Järva maakond, Järva vald, Kalitsa küla;Järva county, Järva rural municipality, Kalitsa village;???????? ????, ??????? ????, ??????? ???????;;;;;;;;;;;;;;;;
2593;0441;3;Kalju küla;Kalju village;??????? ?????;;;;Lääne maakond, Lääne-Nigula vald, Kalju küla;Lääne county, Lääne-Nigula rural municipality, Kalju village;????????? ????, ??????? ?????-??????, ??????? ?????;;;;;;;;;;;;;;;;
2594;0714;3;Kalju küla;Kalju village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kalju küla;Saare county, Saaremaa rural municipality, Kalju village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2596;0586;3;Kallaste linn;Kallaste city;????? ????????;;;;Tartu maakond, Peipsiääre vald, Kallaste linn;Tartu county, Peipsiääre rural municipality, Kallaste city;????????? ????, ??????? ??????????, ????? ????????;;;;;;;;;;;;;;;;
2597;0478;3;Kallaste küla;Kallaste village;??????? ????????;;;;Saare maakond, Muhu vald, Kallaste küla;Saare county, Muhu rural municipality, Kallaste village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2598;0698;3;Kallaste küla;Kallaste village;??????? ????????;;;;Võru maakond, Rõuge vald, Kallaste küla;Võru county, Rõuge rural municipality, Kallaste village;???????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
2599;0714;3;Kallaste küla;Kallaste village;??????? ????????;;;;Saare maakond, Saaremaa vald, Kallaste küla;Saare county, Saaremaa rural municipality, Kallaste village;????????? ????, ??????? ????????, ??????? ????????;;;;;;;;;;;;;;;;
2601;0245;3;Kallavere küla;Kallavere village;??????? ?????????;;;;Harju maakond, Jõelähtme vald, Kallavere küla;Harju county, Jõelähtme rural municipality, Kallavere village;????????? ????, ??????? ?????????, ??????? ?????????;;;;;;;;;;;;;;;;
2603;0714;3;Kallemäe küla;Kallemäe village;??????? ????????;;;;Saare maakond, Saaremaa vald, Kallemäe küla;Saare county, Saaremaa rural municipality, Kallemäe village;????????? ????, ??????? ????????, ??????? ????????;;;;;;;;;;;;;;;;
2605;0714;3;Kalli küla;Kalli village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kalli küla;Saare county, Saaremaa rural municipality, Kalli village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2606;0430;3;Kalli küla;Kalli village;??????? ?????;;;;Pärnu maakond, Lääneranna vald, Kalli küla;Pärnu county, Lääneranna rural municipality, Kalli village;????????? ????, ??????? ??????????, ??????? ?????;;;;;;;;;;;;;;;;
2609;0855;3;Kalliküla;Kalliküla village;??????? ?????????;;;;Valga maakond, Valga vald, Kalliküla;Valga county, Valga rural municipality, Kalliküla village;????????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
2611;0486;3;Kallivere küla;Kallivere village;??????? ?????????;;;;Jõgeva maakond, Mustvee vald, Kallivere küla;Jõgeva county, Mustvee rural municipality, Kallivere village;?????????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
2614;0272;3;Kallukse küla;Kallukse village;??????? ????????;;;;Lääne-Viru maakond, Kadrina vald, Kallukse küla;Lääne-Viru county, Kadrina rural municipality, Kallukse village;?????-???????? ????, ??????? ???????, ??????? ????????;;;;;;;;;;;;;;;;
2616;0486;3;Kalmaküla;Kalmaküla village;??????? ?????????;;;;Jõgeva maakond, Mustvee vald, Kalmaküla;Jõgeva county, Mustvee rural municipality, Kalmaküla village;?????????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
2619;0638;3;Kalmaru küla;Kalmaru village;??????? ???????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Kalmaru küla;Pärnu county, Põhja-Pärnumaa rural municipality, Kalmaru village;????????? ????, ??????? ?????-????????, ??????? ???????;;;;;;;;;;;;;;;;
2620;0714;3;Kalma küla;Kalma village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kalma küla;Saare county, Saaremaa rural municipality, Kalma village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2621;0618;3;Kalme küla;Kalme village;??????? ?????;;;;Jõgeva maakond, Põltsamaa vald, Kalme küla;Jõgeva county, Põltsamaa rural municipality, Kalme village;?????????? ????, ??????? ?????????, ??????? ?????;;;;;;;;;;;;;;;;
2622;0171;3;Kalme küla;Kalme village;??????? ?????;;;;Tartu maakond, Elva vald, Kalme küla;Tartu county, Elva rural municipality, Kalme village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
2623;0824;3;Kalme küla;Kalme village;??????? ?????;;;;Valga maakond, Tõrva vald, Kalme küla;Valga county, Tõrva rural municipality, Kalme village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
2624;0714;3;Kalmu küla;Kalmu village;??????? ?????;;;;Saare maakond, Saaremaa vald, Kalmu küla;Saare county, Saaremaa rural municipality, Kalmu village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
2625;0698;3;Kaloga küla;Kaloga village;??????? ??????;;;;Võru maakond, Rõuge vald, Kaloga küla;Võru county, Rõuge rural municipality, Kaloga village;???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2626;0903;3;Kalvi küla;Kalvi village;??????? ?????;;;;Lääne-Viru maakond, Viru-Nigula vald, Kalvi küla;Lääne-Viru county, Viru-Nigula rural municipality, Kalvi village;?????-???????? ????, ??????? ????-??????, ??????? ?????;;;;;;;;;;;;;;;;
2627;0698;3;Kaluka küla;Kaluka village;??????? ??????;;;;Võru maakond, Rõuge vald, Kaluka küla;Võru county, Rõuge rural municipality, Kaluka village;???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2628;0480;3;Kalvre küla;Kalvre village;??????? ??????;;;;Viljandi maakond, Mulgi vald, Kalvre küla;Viljandi county, Mulgi rural municipality, Kalvre village;???????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2629;0353;3;Kalme küla;Kalme village;??????? ?????;;;;Harju maakond, Kuusalu vald, Kalme küla;Harju county, Kuusalu rural municipality, Kalme village;????????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
2631;0712;3;Kamali küla;Kamali village;??????? ??????;;;;Pärnu maakond, Saarde vald, Kamali küla;Pärnu county, Saarde rural municipality, Kamali village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
2634;0480;3;Kamara küla;Kamara village;??????? ??????;;;;Viljandi maakond, Mulgi vald, Kamara küla;Viljandi county, Mulgi rural municipality, Kamara village;???????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
2635;0928;3;Kamariku küla;Kamariku village;??????? ????????;;;;Lääne-Viru maakond, Väike-Maarja vald, Kamariku küla;Lääne-Viru county, Väike-Maarja rural municipality, Kamariku village;?????-???????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
2636;0618;3;Kamari alevik;Kamari small town;???????? ??????? ??????;;;;Jõgeva maakond, Põltsamaa vald, Kamari alevik;Jõgeva county, Põltsamaa rural municipality, Kamari small town;?????????? ????, ??????? ?????????, ???????? ??????? ??????;;;;;;;;;;;;;;;;
2639;0130;3;Kamarna küla;Kamarna village;??????? ???????;;;;Ida-Viru maakond, Alutaguse vald, Kamarna küla;Ida-Viru county, Alutaguse rural municipality, Kamarna village;???-???????? ????, ??????? ?????????, ??????? ???????;;;;;;;;;;;;;;;;
2641;0283;3;Kambja alevik;Kambja small town;???????? ??????? ??????;;;;Tartu maakond, Kambja vald, Kambja alevik;Tartu county, Kambja rural municipality, Kambja small town;????????? ????, ??????? ??????, ???????? ??????? ??????;;;;;;;;;;;;;;;;
2644;0283;3;Kammeri küla;Kammeri village;??????? ???????;;;;Tartu maakond, Kambja vald, Kammeri küla;Tartu county, Kambja rural municipality, Kammeri village;????????? ????, ??????? ??????, ??????? ???????;;;;;;;;;;;;;;;;
2646;0917;3;Kamnitsa küla;Kamnitsa village;??????? ????????;;;;Võru maakond, Võru vald, Kamnitsa küla;Võru county, Võru rural municipality, Kamnitsa village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2647;0712;3;Kanaküla;Kanaküla village;??????? ????????;;;;Pärnu maakond, Saarde vald, Kanaküla;Pärnu county, Saarde rural municipality, Kanaküla village;????????? ????, ??????? ??????, ??????? ????????;;;;;;;;;;;;;;;;
2650;0205;3;Kanapeeksi küla;Kanapeeksi village;??????? ??????????;;;;Hiiu maakond, Hiiumaa vald, Kanapeeksi küla;Hiiu county, Hiiumaa rural municipality, Kanapeeksi village;???????? ????, ??????? ???????, ??????? ??????????;;;;;;;;;;;;;;;;
2651;0430;3;Kanamardi küla;Kanamardi village;??????? ?????????;;;;Pärnu maakond, Lääneranna vald, Kanamardi küla;Pärnu county, Lääneranna rural municipality, Kanamardi village;????????? ????, ??????? ??????????, ??????? ?????????;;;;;;;;;;;;;;;;
2652;0719;3;Saue küla;Saue village;??????? ????;;;;Harju maakond, Saku vald, Saue küla;Harju county, Saku rural municipality, Saue village;????????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
2653;0917;3;Kanariku küla;Kanariku village;??????? ????????;;;;Võru maakond, Võru vald, Kanariku küla;Võru county, Võru rural municipality, Kanariku village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
2654;0622;3;Kanassaare küla;Kanassaare village;??????? ??????????;;;;Põlva maakond, Põlva vald, Kanassaare küla;Põlva county, Põlva rural municipality, Kanassaare village;????????? ????, ??????? ?????, ??????? ??????????;;;;;;;;;;;;;;;;
2657;0338;3;Kanavere küla;Kanavere village;??????? ????????;;;;Harju maakond, Kose vald, Kanavere küla;Harju county, Kose rural municipality, Kanavere village;????????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
