CODE;PARENT_CODE;ITEM_LEVEL;NAME_ET;NAME_EN;NAME_RU;SHORTNAME_ET;SHORTNAME_EN;SHORTNAME_RU;DESCRIPTION_ET;DESCRIPTION_EN;DESCRIPTION_RU;INCLUDES_ET;INCLUDES_EN;INCLUDES_RU;INCLUDES_ALSO_ET;INCLUDES_ALSO_EN;INCLUDES_ALSO_RU;EXCLUDES_ET;EXCLUDES_EN;EXCLUDES_RU;NOTES;MEAS_UNIT;ALTTEXT_ET;ALTTEXT_EN;ALTTEXT_RU;VALIDFROM;VALIDTO
4548;0899;3;Luiga küla;Luiga village;??????? ?????;;;;Viljandi maakond, Viljandi vald, Luiga küla;Viljandi county, Viljandi rural municipality, Luiga village;???????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4549;0305;3;Luige alevik;Luige small town;???????? ??????? ?????;;;;Harju maakond, Kiili vald, Luige alevik;Harju county, Kiili rural municipality, Luige small town;????????? ????, ??????? ?????, ???????? ??????? ?????;;;;;;;;;;;;;;;;
4551;0618;3;Luige küla;Luige village;??????? ?????;;;;Jõgeva maakond, Põltsamaa vald, Luige küla;Jõgeva county, Põltsamaa rural municipality, Luige village;?????????? ????, ??????? ?????????, ??????? ?????;;;;;;;;;;;;;;;;
4553;0441;3;Luigu küla;Luigu village;??????? ?????;;;;Lääne maakond, Lääne-Nigula vald, Luigu küla;Lääne county, Lääne-Nigula rural municipality, Luigu village;????????? ????, ??????? ?????-??????, ??????? ?????;;;;;;;;;;;;;;;;
4554;0502;3;Luiste küla;Luiste village;??????? ??????;;;;Rapla maakond, Märjamaa vald, Luiste küla;Rapla county, Märjamaa rural municipality, Luiste village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4557;0528;3;Luke küla;Luke village;??????? ????;;;;Tartu maakond, Nõo vald, Luke küla;Tartu county, Nõo rural municipality, Luke village;????????? ????, ??????? ???, ??????? ????;;;;;;;;;;;;;;;;
4560;0834;3;Lungu küla;Lungu village;??????? ?????;;;;Järva maakond, Türi vald, Lungu küla;Järva county, Türi rural municipality, Lungu village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4561;0714;3;Lussu küla;Lussu village;??????? ?????;;;;Saare maakond, Saaremaa vald, Lussu küla;Saare county, Saaremaa rural municipality, Lussu village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4563;0855;3;Lusti küla;Lusti village;??????? ?????;;;;Valga maakond, Valga vald, Lusti küla;Valga county, Valga rural municipality, Lusti village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4564;0142;3;Lusti küla;Lusti village;??????? ?????;;;;Võru maakond, Antsla vald, Lusti küla;Võru county, Antsla rural municipality, Lusti village;???????? ????, ??????? ??????, ??????? ?????;;;;;;;;;;;;;;;;
4567;0618;3;Lustivere küla;Lustivere village;??????? ?????????;;;;Jõgeva maakond, Põltsamaa vald, Lustivere küla;Jõgeva county, Põltsamaa rural municipality, Lustivere village;?????????? ????, ??????? ?????????, ??????? ?????????;;;;;;;;;;;;;;;;
4568;0698;3;Lutika küla;Lutika village;??????? ??????;;;;Võru maakond, Rõuge vald, Lutika küla;Võru county, Rõuge rural municipality, Lutika village;???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4569;0732;3;Lutepää küla;Lutepää village;??????? ???????;;;;Võru maakond, Setomaa vald, Lutepää küla;Võru county, Setomaa rural municipality, Lutepää village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
4573;0557;3;Lutike küla;Lutike village;??????? ??????;;;;Valga maakond, Otepää vald, Lutike küla;Valga county, Otepää rural municipality, Lutike village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
4574;0732;3;Lutja küla;Lutja village;??????? ?????;;;;Võru maakond, Setomaa vald, Lutja küla;Võru county, Setomaa rural municipality, Lutja village;???????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
4575;0622;3;Lutsu küla;Lutsu village;??????? ?????;;;;Põlva maakond, Põlva vald, Lutsu küla;Põlva county, Põlva rural municipality, Lutsu village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4576;0855;3;Lutsu küla;Lutsu village;??????? ?????;;;;Valga maakond, Valga vald, Lutsu küla;Valga county, Valga rural municipality, Lutsu village;????????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4577;0338;3;Lutsu küla;Lutsu village;??????? ?????;;;;Harju maakond, Kose vald, Lutsu küla;Harju county, Kose rural municipality, Lutsu village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4579;0247;3;Luua küla;Luua village;??????? ????;;;;Jõgeva maakond, Jõgeva vald, Luua küla;Jõgeva county, Jõgeva rural municipality, Luua village;?????????? ????, ??????? ??????, ??????? ????;;;;;;;;;;;;;;;;
4581;0714;3;Luulupe küla;Luulupe village;??????? ???????;;;;Saare maakond, Saaremaa vald, Luulupe küla;Saare county, Saaremaa rural municipality, Luulupe village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4583;0432;3;Luunja alevik;Luunja small town;???????? ??????? ??????;;;;Tartu maakond, Luunja vald, Luunja alevik;Tartu county, Luunja rural municipality, Luunja small town;????????? ????, ??????? ??????, ???????? ??????? ??????;;;;;;;;;;;;;;;;
4586;0638;3;Luuri küla;Luuri village;??????? ?????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Luuri küla;Pärnu county, Põhja-Pärnumaa rural municipality, Luuri village;????????? ????, ??????? ?????-????????, ??????? ?????;;;;;;;;;;;;;;;;
4589;0901;3;Luusika küla;Luusika village;??????? ???????;;;;Lääne-Viru maakond, Vinni vald, Luusika küla;Lääne-Viru county, Vinni rural municipality, Luusika village;?????-???????? ????, ??????? ?????, ??????? ???????;;;;;;;;;;;;;;;;
4590;0205;3;Lõbembe küla;Lõbembe village;??????? ???????;;;;Hiiu maakond, Hiiumaa vald, Lõbembe küla;Hiiu county, Hiiumaa rural municipality, Lõbembe village;???????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
4591;0698;3;Luutsniku küla;Luutsniku village;??????? ?????????;;;;Võru maakond, Rõuge vald, Luutsniku küla;Võru county, Rõuge rural municipality, Luutsniku village;???????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
4592;0184;3;Lõbe küla;Lõbe village;??????? ????;;;;Lääne maakond, Haapsalu linn, Lõbe küla;Lääne county, Haapsalu city, Lõbe village;????????? ????, ????? ????????, ??????? ????;;;;;;;;;;;;;;;;
4594;0917;3;Luuska küla;Luuska village;??????? ??????;;;;Võru maakond, Võru vald, Luuska küla;Võru county, Võru rural municipality, Luuska village;???????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4595;0478;3;Lõetsa küla;Lõetsa village;??????? ??????;;;;Saare maakond, Muhu vald, Lõetsa küla;Saare county, Muhu rural municipality, Lõetsa village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4599;0615;3;Lõhavere küla;Lõhavere village;??????? ????????;;;;Viljandi maakond, Põhja-Sakala vald, Lõhavere küla;Viljandi county, Põhja-Sakala rural municipality, Lõhavere village;???????????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
4602;0668;3;Lõiuse küla;Lõiuse village;??????? ??????;;;;Rapla maakond, Rapla vald, Lõiuse küla;Rapla county, Rapla rural municipality, Lõiuse village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4604;0714;3;Lõmala küla;Lõmala village;??????? ??????;;;;Saare maakond, Saaremaa vald, Lõmala küla;Saare county, Saaremaa rural municipality, Lõmala village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4607;0430;3;Lõo küla;Lõo village;??????? ???;;;;Pärnu maakond, Lääneranna vald, Lõo küla;Pärnu county, Lääneranna rural municipality, Lõo village;????????? ????, ??????? ??????????, ??????? ???;;;;;;;;;;;;;;;;
4608;0714;3;Lõu küla;Lõu village;??????? ???;;;;Saare maakond, Saaremaa vald, Lõu küla;Saare county, Saaremaa rural municipality, Lõu village;????????? ????, ??????? ????????, ??????? ???;;;;;;;;;;;;;;;;
4609;0714;3;Lõupõllu küla;Lõupõllu village;??????? ????????;;;;Saare maakond, Saaremaa vald, Lõupõllu küla;Saare county, Saaremaa rural municipality, Lõupõllu village;????????? ????, ??????? ????????, ??????? ????????;;;;;;;;;;;;;;;;
4610;0130;3;Lõpe küla;Lõpe village;??????? ????;;;;Ida-Viru maakond, Alutaguse vald, Lõpe küla;Ida-Viru county, Alutaguse rural municipality, Lõpe village;???-???????? ????, ??????? ?????????, ??????? ????;;;;;;;;;;;;;;;;
4611;0430;3;Lõpe küla;Lõpe village;??????? ????;;;;Pärnu maakond, Lääneranna vald, Lõpe küla;Pärnu county, Lääneranna rural municipality, Lõpe village;????????? ????, ??????? ??????????, ??????? ????;;;;;;;;;;;;;;;;
4612;0205;3;Lõpe küla;Lõpe village;??????? ????;;;;Hiiu maakond, Hiiumaa vald, Lõpe küla;Hiiu county, Hiiumaa rural municipality, Lõpe village;???????? ????, ??????? ???????, ??????? ????;;;;;;;;;;;;;;;;
4613;0247;3;Lõpe küla;Lõpe village;??????? ????;;;;Jõgeva maakond, Jõgeva vald, Lõpe küla;Jõgeva county, Jõgeva rural municipality, Lõpe village;?????????? ????, ??????? ??????, ??????? ????;;;;;;;;;;;;;;;;
4614;0668;3;Lõpemetsa küla;Lõpemetsa village;??????? ?????????;;;;Rapla maakond, Rapla vald, Lõpemetsa küla;Rapla county, Rapla rural municipality, Lõpemetsa village;????????? ????, ??????? ?????, ??????? ?????????;;;;;;;;;;;;;;;;
4615;0714;3;Lõpi küla;Lõpi village;??????? ????;;;;Saare maakond, Saaremaa vald, Lõpi küla;Saare county, Saaremaa rural municipality, Lõpi village;????????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
4617;0624;3;Lõuka küla;Lõuka village;??????? ?????;;;;Pärnu maakond, Pärnu linn, Lõuka küla;Pärnu county, Pärnu city, Lõuka village;????????? ????, ????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4618;0890;3;Lõunaküla / Storbyn;Lõunaküla / Storbyn village;??????? ????????? / ???????;;;;Harju maakond, Viimsi vald, Lõunaküla / Storbyn;Harju county, Viimsi rural municipality, Lõunaküla / Storbyn village;????????? ????, ??????? ??????, ??????? ????????? / ???????;;;;;;;;;;;;;;;;
4620;0824;3;Lõve küla;Lõve village;??????? ????;;;;Valga maakond, Tõrva vald, Lõve küla;Valga county, Tõrva rural municipality, Lõve village;????????? ????, ??????? ?????, ??????? ????;;;;;;;;;;;;;;;;
4623;0834;3;Lõõla küla;Lõõla village;??????? ?????;;;;Järva maakond, Türi vald, Lõõla küla;Järva county, Türi rural municipality, Lõõla village;???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4626;0255;3;Lähevere küla;Lähevere village;??????? ????????;;;;Järva maakond, Järva vald, Lähevere küla;Järva county, Järva rural municipality, Lähevere village;???????? ????, ??????? ????, ??????? ????????;;;;;;;;;;;;;;;;
4628;0712;3;Lähkma küla;Lähkma village;??????? ??????;;;;Pärnu maakond, Saarde vald, Lähkma küla;Pärnu county, Saarde rural municipality, Lähkma village;????????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
4630;0796;3;Lähte alevik;Lähte small town;???????? ??????? ?????;;;;Tartu maakond, Tartu vald, Lähte alevik;Tartu county, Tartu rural municipality, Lähte small town;????????? ????, ??????? ?????, ???????? ??????? ?????;;;;;;;;;;;;;;;;
4632;0441;3;Väike-Lähtru küla;Väike-Lähtru village;??????? ?????-??????;;;;Lääne maakond, Lääne-Nigula vald, Väike-Lähtru küla;Lääne county, Lääne-Nigula rural municipality, Väike-Lähtru village;????????? ????, ??????? ?????-??????, ??????? ?????-??????;;;;;;;;;;;;;;;;
4633;0305;3;Lähtse küla;Lähtse village;??????? ??????;;;;Harju maakond, Kiili vald, Lähtse küla;Harju county, Kiili rural municipality, Lähtse village;????????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4634;0901;3;Lähtse küla;Lähtse village;??????? ??????;;;;Lääne-Viru maakond, Vinni vald, Lähtse küla;Lääne-Viru county, Vinni rural municipality, Lähtse village;?????-???????? ????, ??????? ?????, ??????? ??????;;;;;;;;;;;;;;;;
4636;0714;3;Länga küla;Länga village;??????? ?????;;;;Saare maakond, Saaremaa vald, Länga küla;Saare county, Saaremaa rural municipality, Länga village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4638;0792;3;Läpi küla;Läpi village;??????? ????;;;;Lääne-Viru maakond, Tapa vald, Läpi küla;Lääne-Viru county, Tapa rural municipality, Läpi village;?????-???????? ????, ??????? ????, ??????? ????;;;;;;;;;;;;;;;;
4641;0272;3;Läsna küla;Läsna village;??????? ?????;;;;Lääne-Viru maakond, Kadrina vald, Läsna küla;Lääne-Viru county, Kadrina rural municipality, Läsna village;?????-???????? ????, ??????? ???????, ??????? ?????;;;;;;;;;;;;;;;;
4644;0792;3;Läste küla;Läste village;??????? ?????;;;;Lääne-Viru maakond, Tapa vald, Läste küla;Lääne-Viru county, Tapa rural municipality, Läste village;?????-???????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4647;0502;3;Läti küla;Läti village;??????? ????;;;;Rapla maakond, Märjamaa vald, Läti küla;Rapla county, Märjamaa rural municipality, Läti village;????????? ????, ??????? ????????, ??????? ????;;;;;;;;;;;;;;;;
4648;0283;3;Läti küla;Läti village;??????? ????;;;;Tartu maakond, Kambja vald, Läti küla;Tartu county, Kambja rural municipality, Läti village;????????? ????, ??????? ??????, ??????? ????;;;;;;;;;;;;;;;;
4649;0714;3;Lätiniidi küla;Lätiniidi village;??????? ?????????;;;;Saare maakond, Saaremaa vald, Lätiniidi küla;Saare county, Saaremaa rural municipality, Lätiniidi village;????????? ????, ??????? ????????, ??????? ?????????;;;;;;;;;;;;;;;;
4650;0899;3;Lätkalu küla;Lätkalu village;??????? ???????;;;;Viljandi maakond, Viljandi vald, Lätkalu küla;Viljandi county, Viljandi rural municipality, Lätkalu village;???????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4653;0714;3;Läägi küla;Läägi village;??????? ?????;;;;Saare maakond, Saaremaa vald, Läägi küla;Saare county, Saaremaa rural municipality, Läägi village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4656;0890;3;Lääneotsa küla;Lääneotsa village;??????? ?????????;;;;Harju maakond, Viimsi vald, Lääneotsa küla;Harju county, Viimsi rural municipality, Lääneotsa village;????????? ????, ??????? ??????, ??????? ?????????;;;;;;;;;;;;;;;;
4658;0291;3;Lääniste küla;Lääniste village;??????? ????????;;;;Tartu maakond, Kastre vald, Lääniste küla;Tartu county, Kastre rural municipality, Lääniste village;????????? ????, ??????? ??????, ??????? ????????;;;;;;;;;;;;;;;;
4661;0714;3;Läätsa küla;Läätsa village;??????? ??????;;;;Saare maakond, Saaremaa vald, Läätsa küla;Saare county, Saaremaa rural municipality, Läätsa village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4665;0714;3;Lööne küla;Lööne village;??????? ?????;;;;Saare maakond, Saaremaa vald, Lööne küla;Saare county, Saaremaa rural municipality, Lööne village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4666;0714;3;Läbara küla;Läbara village;??????? ??????;;;;Saare maakond, Saaremaa vald, Läbara küla;Saare county, Saaremaa rural municipality, Läbara village;????????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4667;0338;3;Lööra küla;Lööra village;??????? ?????;;;;Harju maakond, Kose vald, Lööra küla;Harju county, Kose rural municipality, Lööra village;????????? ????, ??????? ????, ??????? ?????;;;;;;;;;;;;;;;;
4669;0442;3;Lüganuse alevik;Lüganuse small town;???????? ??????? ????????;;;;Ida-Viru maakond, Lüganuse vald, Lüganuse alevik;Ida-Viru county, Lüganuse rural municipality, Lüganuse small town;???-???????? ????, ??????? ????????, ???????? ??????? ????????;;;;;;;;;;;;;;;;
4670;0698;3;Lükkä küla;Lükkä village;??????? ?????;;;;Võru maakond, Rõuge vald, Lükkä küla;Võru county, Rõuge rural municipality, Lükkä village;???????? ????, ??????? ?????, ??????? ?????;;;;;;;;;;;;;;;;
4672;0141;3;Lükati küla;Lükati village;??????? ??????;;;;Harju maakond, Anija vald, Lükati küla;Harju county, Anija rural municipality, Lükati village;????????? ????, ??????? ????, ??????? ??????;;;;;;;;;;;;;;;;
4675;0714;3;Lülle küla;Lülle village;??????? ?????;;;;Saare maakond, Saaremaa vald, Lülle küla;Saare county, Saaremaa rural municipality, Lülle village;????????? ????, ??????? ????????, ??????? ?????;;;;;;;;;;;;;;;;
4677;0855;3;Lüllemäe küla;Lüllemäe village;??????? ????????;;;;Valga maakond, Valga vald, Lüllemäe küla;Valga county, Valga rural municipality, Lüllemäe village;????????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
4679;0714;3;Lümanda küla;Lümanda village;??????? ???????;;;;Saare maakond, Saaremaa vald, Lümanda küla;Saare county, Saaremaa rural municipality, Lümanda village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4681;0317;3;Lümandu küla;Lümandu village;??????? ???????;;;;Rapla maakond, Kohila vald, Lümandu küla;Rapla county, Kohila rural municipality, Lümandu village;????????? ????, ??????? ??????, ??????? ???????;;;;;;;;;;;;;;;;
4683;0502;3;Lümandu küla;Lümandu village;??????? ???????;;;;Rapla maakond, Märjamaa vald, Lümandu küla;Rapla county, Märjamaa rural municipality, Lümandu village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4685;0586;3;Lümati küla;Lümati village;??????? ??????;;;;Tartu maakond, Peipsiääre vald, Lümati küla;Tartu county, Peipsiääre rural municipality, Lümati village;????????? ????, ??????? ??????????, ??????? ??????;;;;;;;;;;;;;;;;
4688;0442;3;Lümatu küla;Lümatu village;??????? ??????;;;;Ida-Viru maakond, Lüganuse vald, Lümatu küla;Ida-Viru county, Lüganuse rural municipality, Lümatu village;???-???????? ????, ??????? ????????, ??????? ??????;;;;;;;;;;;;;;;;
4689;0142;3;Lümatu küla;Lümatu village;??????? ??????;;;;Võru maakond, Antsla vald, Lümatu küla;Võru county, Antsla rural municipality, Lümatu village;???????? ????, ??????? ??????, ??????? ??????;;;;;;;;;;;;;;;;
4694;0698;3;Lüütsepa küla;Lüütsepa village;??????? ????????;;;;Võru maakond, Rõuge vald, Lüütsepa küla;Võru county, Rõuge rural municipality, Lüütsepa village;???????? ????, ??????? ?????, ??????? ????????;;;;;;;;;;;;;;;;
4695;0430;3;Maade küla;Maade village;??????? ?????;;;;Pärnu maakond, Lääneranna vald, Maade küla;Pärnu county, Lääneranna rural municipality, Maade village;????????? ????, ??????? ??????????, ??????? ?????;;;;;;;;;;;;;;;;
4696;0638;3;Lüüste küla;Lüüste village;??????? ??????;;;;Pärnu maakond, Põhja-Pärnumaa vald, Lüüste küla;Pärnu county, Põhja-Pärnumaa rural municipality, Lüüste village;????????? ????, ??????? ?????-????????, ??????? ??????;;;;;;;;;;;;;;;;
4697;0732;3;Lüübnitsa küla;Lüübnitsa village;??????? ?????????;;;;Võru maakond, Setomaa vald, Lüübnitsa küla;Võru county, Setomaa rural municipality, Lüübnitsa village;???????? ????, ??????? ???????, ??????? ?????????;;;;;;;;;;;;;;;;
4699;0615;3;Maalasti küla;Maalasti village;??????? ????????;;;;Viljandi maakond, Põhja-Sakala vald, Maalasti küla;Viljandi county, Põhja-Sakala rural municipality, Maalasti village;???????????? ????, ??????? ?????-??????, ??????? ????????;;;;;;;;;;;;;;;;
4700;0714;3;Maantee küla;Maantee village;??????? ???????;;;;Saare maakond, Saaremaa vald, Maantee küla;Saare county, Saaremaa rural municipality, Maantee village;????????? ????, ??????? ????????, ??????? ???????;;;;;;;;;;;;;;;;
4702;0486;3;Maardla küla;Maardla village;??????? ???????;;;;Jõgeva maakond, Mustvee vald, Maardla küla;Jõgeva county, Mustvee rural municipality, Maardla village;?????????? ????, ??????? ???????, ??????? ???????;;;;;;;;;;;;;;;;
4704;0245;3;Maardu küla;Maardu village;??????? ??????;;;;Harju maakond, Jõelähtme vald, Maardu küla;Harju county, Jõelähtme rural municipality, Maardu village;????????? ????, ??????? ?????????, ??????? ??????;;;;;;;;;;;;;;;;
